funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted July 25, 2015.",,239160,No ratings yet,False,0
1 person found this review funny,"Posted May 26, 2015.","Last edited August 1, 2015.",232090,No ratings yet,True,1
,"Posted May 23, 2015.",,316390,No ratings yet,False,0
,"Posted April 23, 2015.",,72850,No ratings yet,True,2
,"Posted October 28, 2014.",,312990,No ratings yet,True,2
,"Posted October 26, 2014.",,10180,No ratings yet,True,2
,"Posted July 18, 2014.",,232970,No ratings yet,True,2
,"Posted June 26, 2014.",,238430,No ratings yet,True,2
,"Posted June 7, 2014.","Last edited June 15, 2014.",63380,No ratings yet,True,2
,"Posted April 30, 2014.",,24960,No ratings yet,True,2
