funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted November 13, 2014.",,220,0 of 2 people (0%) found this review helpful,True,1
,"Posted November 13, 2014.",,380,0 of 2 people (0%) found this review helpful,True,0
,"Posted March 16, 2015.",,230410,0 of 5 people (0%) found this review helpful,False,0
,"Posted June 3, 2015.",,333930,No ratings yet,True,2
,"Posted February 6, 2015.",,550,No ratings yet,True,2
,"Posted December 29, 2014.",,620,No ratings yet,True,1
,"Posted November 13, 2014.",,340,No ratings yet,True,1
,"Posted November 13, 2014.",,320,No ratings yet,True,2
,"Posted November 13, 2014.",,420,No ratings yet,True,1
,"Posted November 12, 2014.",,17520,No ratings yet,True,1
