funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,"Posted October 28, 2015.",,405170,4 of 4 people (100%) found this review helpful,True,1
1 person found this review funny,"Posted December 16, 2015.",,298520,4 of 5 people (80%) found this review helpful,True,1
,"Posted January 9, 2014.",,211820,1 of 1 people (100%) found this review helpful,True,1
1 person found this review funny,"Posted June 9, 2013.",,49520,1 of 1 people (100%) found this review helpful,True,1
,"Posted September 7, 2012.",,4000,1 of 1 people (100%) found this review helpful,True,1
2 people found this review funny,Posted February 12.,,441600,19 of 41 people (46%) found this review helpful,True,2
1 person found this review funny,"Posted September 22, 2015.","Last edited September 23, 2015.",282140,1 of 8 people (13%) found this review helpful,True,1
4 people found this review funny,"Posted October 29, 2015.",,218620,7 of 33 people (21%) found this review helpful,True,1
,"Posted December 4, 2015.",Last edited May 3.,383580,No ratings yet,True,1
,"Posted November 4, 2012.",,55230,No ratings yet,True,1
