funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted October 27, 2014.",,4000,2 of 2 people (100%) found this review helpful,True,1
,"Posted October 23, 2014.",,224480,1 of 1 people (100%) found this review helpful,True,2
,"Posted July 16, 2014.",,263060,2 of 4 people (50%) found this review helpful,True,0
,"Posted September 26, 2015.",,388090,No ratings yet,True,0
,"Posted September 18, 2015.",,220,No ratings yet,True,0
,"Posted September 5, 2015.",,200260,No ratings yet,True,2
,"Posted February 15, 2015.",,245470,No ratings yet,True,1
,"Posted February 15, 2015.",,332800,No ratings yet,True,2
,"Posted June 30, 2014.",,212680,No ratings yet,True,2
,"Posted March 21, 2014.",,219740,No ratings yet,True,1
