funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,"Posted July 5, 2014.",,233450,29 of 32 people (91%) found this review helpful,True,2
,"Posted July 5, 2014.",,239030,19 of 21 people (90%) found this review helpful,True,1
,"Posted July 5, 2014.",,234670,17 of 22 people (77%) found this review helpful,True,1
,"Posted July 5, 2014.",,78000,4 of 4 people (100%) found this review helpful,True,0
,"Posted July 5, 2014.",,212480,4 of 4 people (100%) found this review helpful,True,2
,"Posted July 5, 2014.",,265930,5 of 6 people (83%) found this review helpful,True,1
,"Posted July 5, 2014.",,245550,3 of 3 people (100%) found this review helpful,True,2
,"Posted July 5, 2014.",,259600,2 of 2 people (100%) found this review helpful,True,1
,"Posted November 2, 2014.",,273350,0 of 1 people (0%) found this review helpful,True,1
1 person found this review funny,"Posted July 5, 2014.",,219890,2 of 14 people (14%) found this review helpful,False,1
