funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,"Posted October 18, 2015.",,218620,9 of 9 people (100%) found this review helpful,False,1
20 people found this review funny,"Posted July 5, 2015.",,242760,15 of 21 people (71%) found this review helpful,True,2
6 people found this review funny,"Posted June 19, 2015.",,226700,9 of 13 people (69%) found this review helpful,True,2
5 people found this review funny,"Posted June 13, 2015.",,246900,4 of 4 people (100%) found this review helpful,True,2
1 person found this review funny,"Posted January 1, 2013.",,630,2 of 2 people (100%) found this review helpful,True,1
,"Posted December 21, 2012.",,219740,2 of 2 people (100%) found this review helpful,True,1
2 people found this review funny,"Posted July 11, 2015.",,323470,2 of 3 people (67%) found this review helpful,True,1
,Posted July 5.,,235460,0 of 1 people (0%) found this review helpful,True,2
,Posted July 5.,,4000,No ratings yet,True,1
,"Posted December 31, 2012.",,204300,No ratings yet,True,1
