funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,Posted August 26.,,730,2 of 2 people (100%) found this review helpful,True,1
,Posted May 29.,,319630,1 of 2 people (50%) found this review helpful,True,1
24 people found this review funny,Posted August 5.,,323910,16 of 33 people (48%) found this review helpful,False,2
2 people found this review funny,Posted August 29.,,271290,1 of 3 people (33%) found this review helpful,True,1
1 person found this review funny,Posted August 19.,,203160,0 of 1 people (0%) found this review helpful,True,0
,Posted June 4.,,346110,0 of 1 people (0%) found this review helpful,True,2
6 people found this review funny,Posted August 20.,,298110,3 of 11 people (27%) found this review helpful,True,2
,Posted April 20.,,224540,No ratings yet,False,1
,Posted April 10.,,409160,No ratings yet,False,0
,Posted February 13.,,322170,No ratings yet,True,0
