funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted October 17, 2015.",,218620,5 of 5 people (100%) found this review helpful,False,0
,"Posted February 3, 2015.",,310380,6 of 7 people (86%) found this review helpful,True,1
9 people found this review funny,"Posted February 22, 2015.",,338580,7 of 11 people (64%) found this review helpful,True,1
12 people found this review funny,Posted August 29.,,39210,17 of 32 people (53%) found this review helpful,True,2
,"Posted December 24, 2013.",,22330,1 of 1 people (100%) found this review helpful,True,0
,"Posted November 14, 2014.",,730,0 of 1 people (0%) found this review helpful,True,1
,"Posted October 3, 2015.",,255710,0 of 2 people (0%) found this review helpful,True,0
,"Posted September 6, 2014.",,233250,0 of 2 people (0%) found this review helpful,True,2
,"Posted October 24, 2015.",,290300,No ratings yet,True,1
,"Posted February 19, 2014.",,244850,No ratings yet,True,2
