funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted December 4, 2015.",,17390,No ratings yet,True,1
,"Posted December 4, 2015.",,304930,No ratings yet,True,1
,"Posted November 5, 2015.",,346900,No ratings yet,True,0
,"Posted October 2, 2015.","Last edited December 4, 2015.",246620,No ratings yet,True,1
,"Posted July 18, 2015.",,290140,No ratings yet,True,2
,"Posted April 16, 2015.","Last edited December 4, 2015.",105600,No ratings yet,True,1
,"Posted April 16, 2015.",,219640,No ratings yet,True,1
,"Posted April 16, 2015.",,570,No ratings yet,False,1
,"Posted August 20, 2012.",,109400,No ratings yet,True,2
,"Posted July 1, 2012.","Last edited December 4, 2015.",440,No ratings yet,True,1
