funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted July 8, 2015.","Last edited July 8, 2015.",346110,2 of 3 people (67%) found this review helpful,False,1
,"Posted November 29, 2015.",,311210,1 of 2 people (50%) found this review helpful,False,1
,"Posted March 1, 2014.",,40970,1 of 2 people (50%) found this review helpful,True,1
,"Posted March 16, 2014.",,232810,1 of 3 people (33%) found this review helpful,False,1
,"Posted October 16, 2014.",,241930,0 of 1 people (0%) found this review helpful,True,1
,"Posted August 28, 2015.",,232890,1 of 4 people (25%) found this review helpful,True,1
,"Posted September 14, 2015.",,386360,No ratings yet,True,1
1 person found this review funny,"Posted December 18, 2014.",,214950,No ratings yet,True,1
,"Posted April 13, 2014.",,242920,No ratings yet,True,2
,"Posted January 11, 2014.",,4920,No ratings yet,True,1
