funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
8 people found this review funny,"Posted April 16, 2015.",,271590,67 of 84 people (80%) found this review helpful,True,2
2 people found this review funny,"Posted January 30, 2015.",,335240,14 of 19 people (74%) found this review helpful,True,2
,"Posted April 30, 2013.",,202970,3 of 4 people (75%) found this review helpful,True,1
,"Posted February 12, 2013.",,49540,3 of 4 people (75%) found this review helpful,True,2
1 person found this review funny,"Posted March 5, 2013.",,203160,2 of 3 people (67%) found this review helpful,True,1
1 person found this review funny,"Posted September 27, 2012.",,10,2 of 3 people (67%) found this review helpful,True,2
,"Posted March 27, 2013.",,221430,1 of 2 people (50%) found this review helpful,True,2
,"Posted February 7, 2013.",,220440,3 of 6 people (50%) found this review helpful,True,1
,"Posted February 15, 2013.",,211500,2 of 5 people (40%) found this review helpful,True,1
,"Posted February 27, 2013.",,222520,2 of 6 people (33%) found this review helpful,True,1
