funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted August 13, 2015.",,4000,1 of 1 people (100%) found this review helpful,True,1
1 person found this review funny,Posted June 17.,,282440,0 of 1 people (0%) found this review helpful,True,1
,Posted September 18.,,444090,No ratings yet,True,1
,Posted June 22.,,304930,No ratings yet,True,0
,Posted April 21.,Last edited July 4.,368730,No ratings yet,True,2
,Posted February 20.,Last edited June 2.,730,No ratings yet,True,1
,"Posted July 9, 2015.",,207140,No ratings yet,True,1
,"Posted November 19, 2014.",,24200,No ratings yet,True,1
,"Posted September 15, 2014.",,440,No ratings yet,True,0
,"Posted January 30, 2014.",,212800,No ratings yet,True,1
