funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted April 23, 2014.",,209670,3 of 5 people (60%) found this review helpful,True,0
,"Posted June 14, 2015.",,222880,0 of 1 people (0%) found this review helpful,True,1
,"Posted April 7, 2015.",,270150,No ratings yet,True,1
,"Posted February 23, 2014.",,104900,No ratings yet,True,2
,"Posted November 8, 2013.",,108600,No ratings yet,True,1
,"Posted April 25, 2013.",,223710,No ratings yet,True,0
,"Posted January 15, 2013.",,1250,No ratings yet,True,0
,"Posted December 29, 2012.",,17520,No ratings yet,True,0
,"Posted November 22, 2012.",,218230,No ratings yet,True,2
,"Posted July 3, 2011.",,15620,No ratings yet,True,0
