funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted January 2, 2014.",,211400,No ratings yet,True,1
,"Posted January 2, 2014.",,233720,No ratings yet,True,1
,"Posted January 2, 2014.",,2400,No ratings yet,False,1
,"Posted January 2, 2014.",,200170,No ratings yet,True,2
,"Posted December 25, 2013.",,212680,No ratings yet,True,1
,"Posted December 24, 2013.",,224260,No ratings yet,True,1
,"Posted December 24, 2013.",,42160,No ratings yet,True,2
,"Posted December 24, 2013.",,113400,No ratings yet,False,2
,"Posted December 24, 2013.",,251990,No ratings yet,True,0
,"Posted November 11, 2013.",,17500,No ratings yet,True,1
