funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted July 1.,,475230,2 of 5 people (40%) found this review helpful,True,1
,Posted July 13.,Last edited July 14.,382110,0 of 1 people (0%) found this review helpful,True,2
,"Posted November 4, 2014.",,9870,2 of 6 people (33%) found this review helpful,True,1
2 people found this review funny,"Posted February 19, 2015.",,351570,2 of 7 people (29%) found this review helpful,True,1
2 people found this review funny,Posted March 1.,,224540,1 of 6 people (17%) found this review helpful,False,1
,Posted June 23.,,440,No ratings yet,True,1
,Posted February 4.,Last edited February 20.,349040,No ratings yet,True,1
,"Posted January 12, 2015.","Last edited February 7, 2015.",212480,No ratings yet,True,1
,"Posted December 23, 2014.",,4000,No ratings yet,True,1
,"Posted April 1, 2013.",Last edited June 23.,730,No ratings yet,True,0
