funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
51 people found this review funny,Posted February 22.,Last edited February 22.,282900,77 of 79 people (97%) found this review helpful,True,1
5 people found this review funny,Posted June 19.,Last edited June 19.,237850,8 of 10 people (80%) found this review helpful,True,1
2 people found this review funny,Posted March 12.,,344770,4 of 4 people (100%) found this review helpful,True,1
4 people found this review funny,Posted February 27.,Last edited February 27.,323370,3 of 3 people (100%) found this review helpful,True,1
3 people found this review funny,"Posted October 30, 2015.",,318430,4 of 5 people (80%) found this review helpful,True,0
1 person found this review funny,"Posted July 14, 2015.",,730,2 of 2 people (100%) found this review helpful,False,1
2 people found this review funny,Posted April 18.,Last edited April 18.,345350,3 of 4 people (75%) found this review helpful,True,1
,"Posted January 10, 2014.",Last edited February 22.,248800,3 of 4 people (75%) found this review helpful,True,1
2 people found this review funny,Posted February 27.,Last edited February 27.,244850,4 of 7 people (57%) found this review helpful,True,1
,"Posted October 30, 2015.","Last edited October 30, 2015.",370100,2 of 4 people (50%) found this review helpful,False,1
