funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted August 24.,,241540,No ratings yet,True,2
,Posted August 24.,,238090,No ratings yet,True,1
,Posted August 24.,,206420,No ratings yet,True,2
,Posted August 24.,,35450,No ratings yet,True,1
,Posted August 24.,,33930,No ratings yet,True,2
,Posted March 27.,Last edited August 24.,730,No ratings yet,True,2
,Posted January 15.,,280790,No ratings yet,True,2
,"Posted March 29, 2015.",,43110,No ratings yet,True,0
,"Posted December 18, 2014.",,335330,No ratings yet,False,1
,"Posted September 17, 2014.",,43160,No ratings yet,True,1
