funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted April 17.,,286160,1 of 1 people (100%) found this review helpful,True,0
,"Posted October 20, 2014.",,253710,1 of 1 people (100%) found this review helpful,False,0
3 people found this review funny,Posted June 12.,,253430,7 of 15 people (47%) found this review helpful,True,1
3 people found this review funny,Posted March 29.,,387440,8 of 19 people (42%) found this review helpful,False,1
,Posted March 21.,,218620,0 of 4 people (0%) found this review helpful,True,2
,Posted February 24.,,433340,No ratings yet,True,1
,"Posted October 4, 2015.",,339800,No ratings yet,True,1
,"Posted April 13, 2015.",,24240,No ratings yet,True,2
,"Posted March 8, 2015.",,1250,No ratings yet,True,2
,"Posted October 30, 2014.",,206210,No ratings yet,True,1
