funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted June 1, 2014.","Last edited June 7, 2014.",222900,1 of 1 people (100%) found this review helpful,True,1
,"Posted March 14, 2014.",,224540,1 of 1 people (100%) found this review helpful,True,2
,"Posted June 23, 2014.",,200170,2 of 3 people (67%) found this review helpful,True,1
,"Posted May 28, 2014.",,221100,2 of 3 people (67%) found this review helpful,False,0
,"Posted November 18, 2014.",,265930,0 of 2 people (0%) found this review helpful,True,1
,"Posted September 12, 2014.",,4920,3 of 9 people (33%) found this review helpful,False,1
,"Posted October 2, 2014.",,4000,1 of 10 people (10%) found this review helpful,False,1
,"Posted December 23, 2014.",,105600,0 of 27 people (0%) found this review helpful,False,1
,"Posted May 19, 2015.",,282440,No ratings yet,True,1
,"Posted November 11, 2014.",,49520,No ratings yet,True,2
