funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted August 15.,,47810,No ratings yet,True,1
,Posted April 30.,,57640,No ratings yet,True,2
,Posted March 25.,,435120,No ratings yet,True,0
,Posted February 22.,,248530,No ratings yet,True,2
,Posted February 20.,,346560,No ratings yet,True,2
,Posted February 5.,,347610,No ratings yet,True,2
,Posted January 5.,,342580,No ratings yet,True,2
,"Posted December 16, 2015.",,392450,No ratings yet,True,2
,"Posted November 22, 2015.",,331440,No ratings yet,False,0
,"Posted November 22, 2015.",,334230,No ratings yet,True,2
