funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted November 18, 2015.",,312280,8 of 10 people (80%) found this review helpful,True,2
,"Posted November 25, 2015.",,417860,4 of 6 people (67%) found this review helpful,False,1
1 person found this review funny,"Posted September 12, 2015.",,440,1 of 1 people (100%) found this review helpful,True,2
,"Posted November 20, 2015.",,311210,3 of 7 people (43%) found this review helpful,False,2
,"Posted September 23, 2015.",,227940,1 of 3 people (33%) found this review helpful,False,2
,"Posted December 21, 2014.",,730,0 of 2 people (0%) found this review helpful,True,2
1 person found this review funny,"Posted April 11, 2015.",,4000,0 of 4 people (0%) found this review helpful,False,0
,"Posted October 19, 2015.",,273110,No ratings yet,False,2
,"Posted September 11, 2015.",,570,No ratings yet,False,2
,"Posted September 11, 2015.",,224260,No ratings yet,True,0
