funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted June 28, 2014.",Last edited February 23.,218620,No ratings yet,False,1
,"Posted June 20, 2014.",,108710,No ratings yet,True,0
,"Posted June 15, 2014.",,206420,No ratings yet,True,0
,"Posted June 15, 2014.",,202170,No ratings yet,True,1
,"Posted September 30, 2013.",,203140,No ratings yet,True,1
,"Posted September 7, 2013.",,43160,No ratings yet,True,1
,"Posted August 14, 2013.",,570,No ratings yet,True,1
,"Posted July 16, 2013.",,1250,No ratings yet,True,2
,"Posted July 15, 2013.",,223470,No ratings yet,True,2
,"Posted October 19, 2012.",,206210,No ratings yet,True,1
