funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted November 10, 2014.","Last edited November 15, 2014.",15130,19 of 20 people (95%) found this review helpful,True,2
4 people found this review funny,"Posted March 5, 2015.",,351790,4 of 5 people (80%) found this review helpful,True,1
,Posted January 13.,,201230,1 of 1 people (100%) found this review helpful,True,2
,Posted January 13.,,57300,1 of 1 people (100%) found this review helpful,True,2
,"Posted December 22, 2014.",,245170,1 of 1 people (100%) found this review helpful,True,2
2 people found this review funny,"Posted August 6, 2014.","Last edited November 12, 2014.",570,1 of 1 people (100%) found this review helpful,True,2
1 person found this review funny,Posted January 25.,,268420,1 of 2 people (50%) found this review helpful,True,1
2 people found this review funny,"Posted February 3, 2015.",,99900,2 of 4 people (50%) found this review helpful,False,0
2 people found this review funny,Posted August 2.,Last edited August 2.,434780,3 of 7 people (43%) found this review helpful,True,1
1 person found this review funny,Posted January 13.,,399790,2 of 5 people (40%) found this review helpful,False,1
