funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted August 14.,,381120,4 of 6 people (67%) found this review helpful,True,2
,"Posted April 7, 2014.",,212680,1 of 1 people (100%) found this review helpful,True,1
,"Posted March 23, 2014.",,264140,1 of 1 people (100%) found this review helpful,True,2
,"Posted July 2, 2013.",,440,1 of 1 people (100%) found this review helpful,True,2
,"Posted May 7, 2014.",,210770,1 of 2 people (50%) found this review helpful,True,2
,"Posted July 23, 2014.",,252490,1 of 3 people (33%) found this review helpful,True,1
1 person found this review funny,"Posted May 17, 2015.",,298160,0 of 1 people (0%) found this review helpful,True,1
,Posted August 19.,,275850,3 of 8 people (38%) found this review helpful,True,1
,"Posted January 2, 2015.",,247950,4 of 22 people (18%) found this review helpful,True,1
,"Posted October 9, 2013.","Last edited May 11, 2014.",105600,No ratings yet,True,1
