funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted January 26, 2014.",,252490,3 of 3 people (100%) found this review helpful,True,2
1 person found this review funny,"Posted December 16, 2013.",,211820,3 of 3 people (100%) found this review helpful,True,2
,"Posted May 9, 2014.",,286340,4 of 5 people (80%) found this review helpful,True,1
,"Posted March 15, 2015.",,255710,2 of 2 people (100%) found this review helpful,True,1
,"Posted June 15, 2014.",,263280,2 of 2 people (100%) found this review helpful,True,2
1 person found this review funny,"Posted August 16, 2015.","Last edited August 16, 2015.",271360,5 of 10 people (50%) found this review helpful,True,1
,"Posted December 16, 2013.","Last edited December 16, 2013.",221100,1 of 6 people (17%) found this review helpful,True,2
,Posted February 3.,,270880,2 of 10 people (20%) found this review helpful,True,1
,"Posted February 19, 2014.","Last edited February 19, 2014.",242920,No ratings yet,True,1
,"Posted November 2, 2012.",,215470,No ratings yet,True,2
