funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
4 people found this review funny,"Posted February 26, 2015.",,71340,4 of 5 people (80%) found this review helpful,True,1
,"Posted June 28, 2015.",,238460,2 of 2 people (100%) found this review helpful,True,1
,"Posted December 31, 2013.",,550,2 of 2 people (100%) found this review helpful,True,0
,"Posted June 28, 2015.",,204360,1 of 1 people (100%) found this review helpful,True,1
,"Posted September 19, 2014.",,400,1 of 1 people (100%) found this review helpful,True,2
1 person found this review funny,"Posted September 3, 2014.",,4000,1 of 1 people (100%) found this review helpful,True,0
,"Posted February 26, 2015.",,40800,2 of 3 people (67%) found this review helpful,True,1
,"Posted January 6, 2014.",,440,2 of 3 people (67%) found this review helpful,True,1
,"Posted November 30, 2014.",,12210,0 of 1 people (0%) found this review helpful,False,1
,"Posted February 26, 2015.",,20,0 of 4 people (0%) found this review helpful,False,1
