funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,"Posted June 27, 2015.",Last edited June 10.,730,6 of 7 people (86%) found this review helpful,True,0
,"Posted August 15, 2014.","Last edited June 10, 2015.",290650,5 of 6 people (83%) found this review helpful,False,0
,"Posted January 5, 2015.","Last edited January 6, 2015.",238300,4 of 5 people (80%) found this review helpful,True,2
6 people found this review funny,"Posted January 18, 2015.",,307340,16 of 30 people (53%) found this review helpful,True,2
2 people found this review funny,"Posted October 16, 2015.",,440,1 of 2 people (50%) found this review helpful,True,2
,"Posted December 2, 2014.","Last edited June 10, 2015.",47790,7 of 15 people (47%) found this review helpful,False,0
2 people found this review funny,"Posted January 8, 2015.",,247293,3 of 7 people (43%) found this review helpful,True,2
,"Posted August 12, 2014.","Last edited September 15, 2014.",263680,0 of 2 people (0%) found this review helpful,True,2
,"Posted November 14, 2014.",,222880,23 of 52 people (44%) found this review helpful,True,1
,"Posted June 20, 2015.",,218620,2 of 11 people (18%) found this review helpful,True,1
