funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
10 people found this review funny,Posted January 16.,,298240,8 of 17 people (47%) found this review helpful,True,1
,Posted September 5.,,391270,No ratings yet,True,1
,Posted July 14.,,1250,No ratings yet,True,1
,Posted April 15.,,317360,No ratings yet,True,0
1 person found this review funny,Posted February 27.,,333930,No ratings yet,True,0
,Posted February 18.,,620,No ratings yet,True,1
,Posted January 14.,,253710,No ratings yet,True,1
,Posted January 10.,,248570,No ratings yet,True,1
,"Posted September 5, 2014.",,51100,No ratings yet,True,1
,"Posted February 16, 2014.",,224260,No ratings yet,True,2
