funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted December 6, 2013.",,234310,6 of 9 people (67%) found this review helpful,True,1
,"Posted September 21, 2015.",,206210,1 of 1 people (100%) found this review helpful,True,2
,"Posted February 2, 2015.","Last edited August 26, 2015.",226700,1 of 1 people (100%) found this review helpful,True,2
,"Posted January 23, 2014.",,252490,1 of 1 people (100%) found this review helpful,True,2
,"Posted April 26, 2015.",,238300,0 of 1 people (0%) found this review helpful,True,1
2 people found this review funny,Posted September 2.,Last edited September 10.,8870,1 of 12 people (8%) found this review helpful,False,1
,Posted July 8.,,48700,No ratings yet,True,1
,"Posted June 8, 2015.",,51100,No ratings yet,True,0
,"Posted January 15, 2015.","Last edited January 15, 2015.",38830,No ratings yet,False,1
,"Posted January 15, 2015.",,113400,No ratings yet,False,1
