funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
2 people found this review funny,"Posted May 3, 2015.",,238460,1 of 32 people (3%) found this review helpful,False,1
,"Posted October 8, 2015.",,238910,No ratings yet,True,1
,"Posted September 30, 2015.",,236510,No ratings yet,True,1
,"Posted June 26, 2015.","Last edited June 26, 2015.",13570,No ratings yet,True,2
,"Posted April 3, 2015.","Last edited April 3, 2015.",209000,No ratings yet,True,2
,"Posted April 3, 2015.",,8080,No ratings yet,False,2
,"Posted December 7, 2014.",,203140,No ratings yet,True,2
,"Posted November 29, 2014.",,6910,No ratings yet,True,2
,"Posted November 29, 2014.",,275490,No ratings yet,False,1
,"Posted November 29, 2014.",,6860,No ratings yet,True,1
