funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted January 1.,,6060,2 of 2 people (100%) found this review helpful,True,1
,"Posted November 6, 2015.",,227940,4 of 6 people (67%) found this review helpful,True,1
1 person found this review funny,Posted May 6.,,32440,1 of 3 people (33%) found this review helpful,True,1
,"Posted December 3, 2015.",,620,0 of 1 people (0%) found this review helpful,True,1
,"Posted July 27, 2015.",Last edited January 21.,230410,0 of 1 people (0%) found this review helpful,True,1
,"Posted July 15, 2015.",,266430,0 of 1 people (0%) found this review helpful,True,2
,"Posted July 9, 2015.",,440,0 of 1 people (0%) found this review helpful,True,1
,Posted January 1.,,265630,5 of 20 people (25%) found this review helpful,False,1
,"Posted November 25, 2015.",,417860,No ratings yet,True,1
,"Posted August 5, 2015.",,304930,No ratings yet,True,1
