funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted July 9, 2015.",,274940,No ratings yet,True,1
,"Posted June 2, 2015.",,29800,No ratings yet,True,2
,"Posted October 20, 2014.",,113020,No ratings yet,True,1
,"Posted October 8, 2014.",,10180,No ratings yet,True,2
,"Posted October 8, 2014.","Last edited October 8, 2014.",214490,No ratings yet,True,1
,"Posted October 5, 2014.",,3730,No ratings yet,True,1
,"Posted October 3, 2014.",,312990,No ratings yet,True,1
,"Posted September 26, 2014.",,304930,No ratings yet,False,2
,"Posted July 6, 2014.",,203140,No ratings yet,True,1
,"Posted June 10, 2014.",,4000,No ratings yet,True,0
