funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted November 12, 2013.",,219740,3 of 3 people (100%) found this review helpful,True,0
,"Posted November 23, 2014.",,242860,3 of 4 people (75%) found this review helpful,True,1
,"Posted March 15, 2014.",,4000,1 of 1 people (100%) found this review helpful,True,2
,"Posted November 23, 2014.",,245620,1 of 4 people (25%) found this review helpful,True,0
,"Posted November 23, 2014.",,252490,No ratings yet,True,0
,"Posted November 23, 2014.",,200510,No ratings yet,True,1
,"Posted November 23, 2014.",,227940,No ratings yet,True,1
,"Posted November 23, 2014.",,10500,No ratings yet,True,1
,"Posted November 20, 2013.",,209080,No ratings yet,True,2
,"Posted June 21, 2013.",,440,No ratings yet,True,2
