funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted March 22.,,620,No ratings yet,True,1
,"Posted October 16, 2015.",Last edited February 7.,252950,No ratings yet,True,1
,"Posted October 2, 2015.","Last edited October 2, 2015.",207140,No ratings yet,True,1
1 person found this review funny,"Posted July 11, 2015.",,333930,No ratings yet,True,1
,"Posted January 7, 2015.",,322330,No ratings yet,True,1
,"Posted December 30, 2014.",Last edited January 1.,730,No ratings yet,True,1
,"Posted November 9, 2014.",,204300,No ratings yet,True,1
,"Posted July 12, 2014.","Last edited December 30, 2014.",301520,No ratings yet,True,1
,"Posted June 28, 2014.","Last edited February 7, 2015.",440,No ratings yet,True,1
,"Posted December 8, 2013.","Last edited February 7, 2015.",230410,No ratings yet,True,1
