funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted June 30, 2014.",,249130,2 of 2 people (100%) found this review helpful,True,2
1 person found this review funny,"Posted August 31, 2015.",,730,1 of 1 people (100%) found this review helpful,True,2
,"Posted November 9, 2014.",,55230,1 of 1 people (100%) found this review helpful,True,1
,"Posted July 8, 2014.",,550,1 of 1 people (100%) found this review helpful,True,2
1 person found this review funny,"Posted July 11, 2015.",,286570,2 of 5 people (40%) found this review helpful,True,2
1 person found this review funny,Posted August 24.,,391040,2 of 7 people (29%) found this review helpful,True,2
1 person found this review funny,Posted September 2.,,223670,No ratings yet,True,2
,Posted August 24.,,226580,No ratings yet,True,2
,"Posted January 25, 2015.",,206420,No ratings yet,True,1
,"Posted February 14, 2014.",,440,No ratings yet,True,2
