funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
20 people found this review funny,"Posted December 15, 2014.",,322070,35 of 36 people (97%) found this review helpful,True,1
,"Posted November 19, 2015.",,218620,12 of 14 people (86%) found this review helpful,False,0
,"Posted February 22, 2014.",,234710,2 of 2 people (100%) found this review helpful,True,2
,"Posted February 7, 2015.",,4000,1 of 1 people (100%) found this review helpful,True,2
,"Posted January 19, 2014.",,440,1 of 1 people (100%) found this review helpful,True,2
,"Posted December 15, 2014.",,550,0 of 1 people (0%) found this review helpful,True,1
1 person found this review funny,Posted April 28.,,72760,No ratings yet,True,1
,"Posted September 23, 2014.",,304930,No ratings yet,True,2
,"Posted January 19, 2014.",,232950,No ratings yet,True,1
,"Posted January 6, 2014.",,239820,No ratings yet,True,2
