funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
67 people found this review funny,"Posted September 29, 2014.",,34330,105 of 139 people (76%) found this review helpful,True,0
1 person found this review funny,"Posted August 6, 2014.",,304930,2 of 2 people (100%) found this review helpful,True,1
4 people found this review funny,Posted May 28.,,364360,6 of 10 people (60%) found this review helpful,True,1
,"Posted January 1, 2015.",,730,1 of 1 people (100%) found this review helpful,True,1
2 people found this review funny,Posted June 28.,,214950,2 of 3 people (67%) found this review helpful,True,1
,"Posted January 5, 2015.","Last edited July 13, 2015.",105600,1 of 2 people (50%) found this review helpful,True,1
,"Posted June 6, 2014.",,231430,1 of 3 people (33%) found this review helpful,True,1
,"Posted November 11, 2012.",,440,0 of 1 people (0%) found this review helpful,True,2
,"Posted July 30, 2014.",,48700,No ratings yet,True,0
,"Posted July 30, 2014.",,206500,No ratings yet,True,2
