funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
3 people found this review funny,"Posted July 20, 2014.",,218620,0 of 2 people (0%) found this review helpful,True,1
,"Posted December 20, 2014.",,301480,0 of 3 people (0%) found this review helpful,False,0
,"Posted November 15, 2014.",,19900,4 of 13 people (31%) found this review helpful,False,1
,"Posted October 11, 2014.",,227220,0 of 5 people (0%) found this review helpful,True,1
,"Posted December 30, 2014.",,232770,0 of 7 people (0%) found this review helpful,False,1
,"Posted November 8, 2014.",,259430,0 of 36 people (0%) found this review helpful,False,0
,Posted April 7.,,236510,No ratings yet,False,1
,Posted February 5.,,22300,No ratings yet,True,2
,"Posted November 8, 2014.",Last edited September 4.,305960,No ratings yet,False,1
,"Posted August 8, 2014.","Last edited December 8, 2015.",227680,No ratings yet,False,1
