funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted October 25, 2015.",,218230,0 of 1 people (0%) found this review helpful,True,1
,"Posted September 23, 2015.",,55230,0 of 1 people (0%) found this review helpful,True,1
,Posted August 31.,,241930,No ratings yet,True,2
,"Posted November 20, 2015.","Last edited November 21, 2015.",417860,No ratings yet,True,1
,"Posted November 3, 2015.",,223470,No ratings yet,True,1
,"Posted October 30, 2015.",,200510,No ratings yet,True,1
,"Posted October 23, 2015.",,22330,No ratings yet,True,0
,"Posted October 21, 2015.",,304930,No ratings yet,True,2
,"Posted October 17, 2015.",,4000,No ratings yet,True,0
,"Posted July 21, 2015.",,317360,No ratings yet,True,1
