funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,Posted March 12.,,263980,4 of 5 people (80%) found this review helpful,True,2
,Posted July 19.,,314160,1 of 2 people (50%) found this review helpful,True,1
,"Posted May 17, 2015.",,440,1 of 2 people (50%) found this review helpful,True,2
,Posted March 13.,,341500,0 of 1 people (0%) found this review helpful,False,1
2 people found this review funny,"Posted June 27, 2014.",,65790,0 of 10 people (0%) found this review helpful,False,0
,"Posted February 26, 2015.",Last edited July 19.,730,No ratings yet,True,1
,"Posted December 13, 2014.",,222900,No ratings yet,True,2
,"Posted June 27, 2014.",,8930,No ratings yet,True,0
,"Posted June 12, 2014.",,63380,No ratings yet,True,2
,"Posted May 29, 2014.",Last edited July 19.,4000,No ratings yet,True,1
