funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
12 people found this review funny,"Posted April 25, 2015.",,232090,173 of 206 people (84%) found this review helpful,True,1
2 people found this review funny,"Posted April 21, 2015.",,351290,22 of 28 people (79%) found this review helpful,True,1
1 person found this review funny,"Posted December 11, 2015.",,291550,5 of 7 people (71%) found this review helpful,True,2
2 people found this review funny,"Posted May 17, 2015.",,363970,2 of 2 people (100%) found this review helpful,True,1
,"Posted November 22, 2014.",,730,2 of 2 people (100%) found this review helpful,True,1
,"Posted December 8, 2013.","Last edited December 16, 2013.",218230,1 of 1 people (100%) found this review helpful,True,1
1 person found this review funny,"Posted June 1, 2015.","Last edited June 1, 2015.",298240,4 of 10 people (40%) found this review helpful,False,1
,"Posted February 28, 2015.",,286040,No ratings yet,False,0
,"Posted August 21, 2014.",,304930,No ratings yet,True,1
,"Posted February 15, 2014.",,271290,No ratings yet,True,2
