funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted June 6, 2015.",,253710,0 of 1 people (0%) found this review helpful,True,2
,"Posted November 6, 2014.","Last edited February 17, 2015.",221100,0 of 2 people (0%) found this review helpful,True,1
,"Posted June 6, 2015.",,236390,No ratings yet,False,2
,"Posted March 19, 2015.",,251170,No ratings yet,True,2
,"Posted March 18, 2015.",,17410,No ratings yet,True,1
,"Posted March 16, 2015.",,235600,No ratings yet,True,1
,"Posted March 13, 2015.",,20500,No ratings yet,True,2
,"Posted March 8, 2015.",,317360,No ratings yet,True,1
,"Posted March 7, 2015.",,218230,No ratings yet,True,1
,"Posted November 1, 2014.","Last edited February 17, 2015.",107410,No ratings yet,True,2
