funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
3 people found this review funny,"Posted November 13, 2014.",Last edited September 1.,107410,1 of 2 people (50%) found this review helpful,True,1
,Posted June 18.,,4000,0 of 1 people (0%) found this review helpful,True,1
,"Posted September 21, 2015.",,10500,0 of 1 people (0%) found this review helpful,True,1
,"Posted September 6, 2015.",Last edited July 29.,72850,0 of 1 people (0%) found this review helpful,True,2
,"Posted March 28, 2013.",,57740,0 of 1 people (0%) found this review helpful,True,1
,Posted April 29.,,315430,2 of 6 people (33%) found this review helpful,False,1
,Posted March 5.,,377160,1 of 4 people (25%) found this review helpful,True,2
,"Posted December 8, 2015.",,222750,1 of 4 people (25%) found this review helpful,True,0
,"Posted November 2, 2015.",Last edited June 2.,236850,No ratings yet,False,1
,"Posted March 10, 2015.",Last edited August 30.,203770,No ratings yet,True,2
