funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted August 20, 2013.",,206690,No ratings yet,True,2
,"Posted August 20, 2013.",,104000,No ratings yet,True,2
,"Posted August 20, 2013.",,208670,No ratings yet,True,2
,"Posted August 20, 2013.",,61100,No ratings yet,True,0
,"Posted May 3, 2013.",,42910,No ratings yet,True,0
,"Posted May 3, 2013.",,234710,No ratings yet,True,2
,"Posted May 3, 2013.",,31280,No ratings yet,True,2
,"Posted April 23, 2013.",,50650,No ratings yet,True,2
,"Posted April 23, 2013.",,92800,No ratings yet,True,1
,"Posted April 23, 2013.",,107100,No ratings yet,True,1
