funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted June 18, 2015.",,70000,No ratings yet,True,1
,"Posted April 25, 2015.",,275200,No ratings yet,True,2
,"Posted March 23, 2015.",,4000,No ratings yet,True,1
1 person found this review funny,"Posted March 20, 2015.",,2640,No ratings yet,True,1
,"Posted March 14, 2015.","Last edited March 24, 2015.",263320,No ratings yet,True,2
1 person found this review funny,"Posted January 12, 2015.",,22380,No ratings yet,True,1
,"Posted January 12, 2015.",,72750,No ratings yet,True,1
,"Posted January 3, 2015.","Last edited July 3, 2015.",33930,No ratings yet,True,1
,"Posted December 22, 2014.",,4560,No ratings yet,True,1
,"Posted October 21, 2014.",,10500,No ratings yet,True,2
