funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
69 people found this review funny,"Posted April 11, 2015.","Last edited August 26, 2015.",280,513 of 566 people (91%) found this review helpful,True,2
,"Posted December 30, 2015.",,261570,1 of 1 people (100%) found this review helpful,True,1
,"Posted September 25, 2014.",,550,2 of 3 people (67%) found this review helpful,True,1
,"Posted September 23, 2014.",,248310,2 of 3 people (67%) found this review helpful,True,1
,"Posted October 18, 2014.",,268750,1 of 2 people (50%) found this review helpful,True,2
,"Posted December 29, 2013.",,259080,1 of 2 people (50%) found this review helpful,True,1
,"Posted September 23, 2014.","Last edited September 24, 2014.",237930,0 of 1 people (0%) found this review helpful,True,1
,"Posted September 23, 2014.","Last edited September 23, 2014.",236090,0 of 1 people (0%) found this review helpful,True,2
1 person found this review funny,"Posted September 24, 2014.","Last edited September 24, 2014.",225260,0 of 2 people (0%) found this review helpful,True,1
,"Posted December 22, 2014.",,29180,No ratings yet,True,1
