funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
284 people found this review funny,"Posted February 1, 2015.","Last edited February 9, 2015.",313120,214 of 245 people (87%) found this review helpful,True,1
14 people found this review funny,"Posted December 9, 2014.",,334400,38 of 53 people (72%) found this review helpful,True,2
,"Posted August 5, 2014.",,227700,2 of 4 people (50%) found this review helpful,True,1
,"Posted April 15, 2014.",,238430,1 of 3 people (33%) found this review helpful,True,2
,"Posted February 4, 2015.",,221260,No ratings yet,True,1
,"Posted December 17, 2014.",,236370,No ratings yet,True,1
,"Posted July 4, 2014.",,291480,No ratings yet,True,2
,"Posted June 25, 2014.",,242050,No ratings yet,True,2
1 person found this review funny,"Posted April 15, 2014.",,271290,No ratings yet,True,2
,"Posted February 1, 2014.",,200210,No ratings yet,True,2
