funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted August 18.,,275850,3 of 3 people (100%) found this review helpful,False,1
,Posted April 12.,,374320,1 of 2 people (50%) found this review helpful,True,2
,Posted May 24.,,333950,3 of 7 people (43%) found this review helpful,False,1
,"Posted December 21, 2013.",,218620,0 of 1 people (0%) found this review helpful,True,1
,Posted May 22.,,438680,0 of 2 people (0%) found this review helpful,False,1
,Posted September 7.,,17390,0 of 5 people (0%) found this review helpful,True,1
1 person found this review funny,Posted June 29.,,233130,No ratings yet,True,1
,"Posted November 28, 2015.",,417860,No ratings yet,True,1
,"Posted June 24, 2014.",,105800,No ratings yet,True,1
,"Posted February 12, 2014.",,12140,No ratings yet,True,1
