funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,Posted January 30.,,259080,2 of 4 people (50%) found this review helpful,True,2
,Posted January 6.,,240,0 of 1 people (0%) found this review helpful,True,0
,"Posted July 25, 2015.","Last edited July 25, 2015.",107410,0 of 1 people (0%) found this review helpful,True,2
,"Posted December 20, 2014.",,301480,0 of 1 people (0%) found this review helpful,True,1
,Posted May 31.,,475990,7 of 16 people (44%) found this review helpful,False,0
,"Posted October 2, 2013.",,33930,0 of 2 people (0%) found this review helpful,True,2
,"Posted September 23, 2013.",,550,0 of 2 people (0%) found this review helpful,True,0
,"Posted September 23, 2013.",,219890,0 of 2 people (0%) found this review helpful,True,1
,"Posted August 16, 2014.","Last edited August 16, 2014.",236390,0 of 4 people (0%) found this review helpful,True,0
,Posted August 12.,,275850,No ratings yet,False,1
