funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,"Posted September 5, 2015.","Last edited September 10, 2015.",234140,2 of 11 people (18%) found this review helpful,False,2
,Posted March 27.,Last edited March 27.,369200,No ratings yet,False,1
,"Posted November 7, 2015.",,39680,No ratings yet,False,1
,"Posted August 21, 2015.","Last edited August 25, 2015.",344760,No ratings yet,False,1
,"Posted March 28, 2015.","Last edited March 28, 2015.",264730,No ratings yet,False,1
,"Posted November 22, 2014.","Last edited November 22, 2014.",254440,No ratings yet,True,2
,"Posted August 8, 2014.",,312990,No ratings yet,True,2
,"Posted August 5, 2014.",,264140,No ratings yet,False,2
,"Posted June 22, 2014.",,238430,No ratings yet,True,2
,"Posted June 22, 2014.","Last edited June 22, 2014.",241540,No ratings yet,True,0
