funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted July 7, 2014.",,730,3 of 4 people (75%) found this review helpful,True,0
,Posted January 15.,,218620,0 of 1 people (0%) found this review helpful,True,2
,Posted February 28.,,104900,No ratings yet,True,2
,Posted January 14.,,322170,No ratings yet,True,0
,Posted January 4.,,209870,No ratings yet,True,2
,"Posted December 27, 2015.",,238460,No ratings yet,True,1
,"Posted December 16, 2015.",,238960,No ratings yet,True,2
,"Posted August 10, 2014.",,440,No ratings yet,True,2
,"Posted April 18, 2014.",,51100,No ratings yet,True,2
,"Posted January 27, 2014.",,224260,No ratings yet,True,2
