funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted December 22, 2014.",,218620,2 of 2 people (100%) found this review helpful,True,0
,"Posted December 26, 2014.",Last edited July 29.,200210,1 of 1 people (100%) found this review helpful,True,1
,"Posted October 9, 2014.",,630,1 of 1 people (100%) found this review helpful,True,2
,"Posted December 25, 2013.",,550,1 of 1 people (100%) found this review helpful,True,0
1 person found this review funny,"Posted May 11, 2014.",,252490,2 of 3 people (67%) found this review helpful,True,1
1 person found this review funny,Posted January 7.,,298240,7 of 15 people (47%) found this review helpful,False,0
,Posted July 11.,,273350,1 of 3 people (33%) found this review helpful,True,2
,Posted March 26.,,273110,No ratings yet,False,1
,"Posted July 6, 2015.",,730,No ratings yet,True,1
,"Posted July 6, 2015.",,211820,No ratings yet,True,2
