funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted November 3, 2014.",,208812,16 of 20 people (80%) found this review helpful,False,1
,"Posted October 17, 2015.",,218620,10 of 10 people (100%) found this review helpful,False,1
,"Posted October 8, 2013.","Last edited January 1, 2014.",243120,3 of 3 people (100%) found this review helpful,True,2
,"Posted December 28, 2015.",,234140,2 of 2 people (100%) found this review helpful,True,2
,"Posted May 8, 2014.","Last edited May 8, 2014.",204450,2 of 2 people (100%) found this review helpful,True,2
,"Posted February 18, 2014.",,225260,2 of 2 people (100%) found this review helpful,True,1
,"Posted October 27, 2013.",,50300,2 of 2 people (100%) found this review helpful,True,2
,"Posted June 4, 2014.",,201810,4 of 6 people (67%) found this review helpful,True,1
,Posted July 9.,,212630,4 of 9 people (44%) found this review helpful,False,0
1 person found this review funny,Posted March 2.,,427820,8 of 18 people (44%) found this review helpful,False,1
