funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,"Posted May 9, 2014.",,247730,1 of 1 people (100%) found this review helpful,False,2
1 person found this review funny,"Posted December 11, 2013.",,206210,1 of 1 people (100%) found this review helpful,True,2
2 people found this review funny,Posted January 5.,,730,2 of 3 people (67%) found this review helpful,True,0
1 person found this review funny,"Posted August 14, 2015.",,252950,1 of 2 people (50%) found this review helpful,True,1
,"Posted December 9, 2014.",,236430,2 of 5 people (40%) found this review helpful,True,2
,"Posted July 15, 2014.",,223710,0 of 1 people (0%) found this review helpful,True,1
,"Posted May 1, 2014.",,12220,0 of 1 people (0%) found this review helpful,True,2
,"Posted November 1, 2014.",,202970,1 of 13 people (8%) found this review helpful,True,2
1 person found this review funny,"Posted May 9, 2014.",,224260,1 of 13 people (8%) found this review helpful,False,2
,"Posted August 14, 2014.",,217690,No ratings yet,True,2
