funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
139 people found this review funny,"Posted November 24, 2014.",,8930,177 of 195 people (91%) found this review helpful,True,1
,"Posted December 6, 2013.",,34330,1 of 1 people (100%) found this review helpful,True,1
,"Posted December 2, 2013.",,4760,1 of 1 people (100%) found this review helpful,True,2
,"Posted September 26, 2015.",,108600,2 of 3 people (67%) found this review helpful,True,1
2 people found this review funny,"Posted June 9, 2015.",,200510,2 of 3 people (67%) found this review helpful,True,1
,"Posted November 30, 2013.",,218620,3 of 5 people (60%) found this review helpful,True,2
,"Posted December 28, 2013.",,221100,5 of 9 people (56%) found this review helpful,True,2
,"Posted November 30, 2014.",,233450,1 of 2 people (50%) found this review helpful,True,1
,"Posted December 29, 2013.",,227300,0 of 1 people (0%) found this review helpful,True,1
,"Posted November 30, 2013.",,226700,1 of 4 people (25%) found this review helpful,False,0
