funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted January 20.,,218620,5 of 5 people (100%) found this review helpful,False,2
1 person found this review funny,"Posted July 17, 2015.",,346010,0 of 1 people (0%) found this review helpful,True,2
,"Posted June 26, 2015.",,333930,0 of 1 people (0%) found this review helpful,True,1
,Posted January 2.,,295110,No ratings yet,True,1
,"Posted December 19, 2014.",,20500,No ratings yet,True,0
,"Posted December 18, 2014.",,220200,No ratings yet,True,1
,"Posted December 17, 2014.",,327890,No ratings yet,True,1
,"Posted November 29, 2014.",,24240,No ratings yet,True,1
,"Posted October 4, 2014.",Last edited August 24.,730,No ratings yet,True,2
,"Posted September 11, 2014.","Last edited December 18, 2014.",221100,No ratings yet,False,1
