funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted November 27, 2015.",,390390,4 of 4 people (100%) found this review helpful,True,1
2 people found this review funny,"Posted March 17, 2015.",,730,1 of 1 people (100%) found this review helpful,True,1
,"Posted July 14, 2014.",,220200,1 of 1 people (100%) found this review helpful,True,1
,"Posted November 6, 2014.",,265930,0 of 1 people (0%) found this review helpful,True,1
,"Posted December 22, 2014.",,236390,1 of 4 people (25%) found this review helpful,True,1
,"Posted January 5, 2015.",,221680,No ratings yet,True,2
,"Posted December 18, 2014.",,15560,No ratings yet,True,1
,"Posted February 16, 2014.",,55230,No ratings yet,True,1
,"Posted December 18, 2013.",,17080,No ratings yet,True,1
,"Posted December 7, 2013.",,105600,No ratings yet,True,1
