funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted January 8, 2014.",,38410,10 of 10 people (100%) found this review helpful,True,1
,"Posted December 5, 2014.",,70,2 of 2 people (100%) found this review helpful,True,1
,"Posted December 5, 2014.",,400,2 of 2 people (100%) found this review helpful,True,1
1 person found this review funny,"Posted April 23, 2014.",,620,2 of 2 people (100%) found this review helpful,True,1
,"Posted December 5, 2014.",,380,1 of 1 people (100%) found this review helpful,True,1
,"Posted December 5, 2014.",,220,1 of 1 people (100%) found this review helpful,True,1
,"Posted December 5, 2014.",,213850,1 of 1 people (100%) found this review helpful,True,1
,"Posted September 13, 2013.",,105600,1 of 1 people (100%) found this review helpful,True,1
,"Posted March 31, 2014.",,265930,2 of 3 people (67%) found this review helpful,True,1
1 person found this review funny,"Posted December 5, 2014.",,91600,No ratings yet,True,2
