funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted October 8, 2014.",,224260,1 of 2 people (50%) found this review helpful,True,2
,"Posted September 22, 2014.",,440,1 of 2 people (50%) found this review helpful,True,1
,"Posted April 27, 2014.",,203160,1 of 2 people (50%) found this review helpful,True,2
,"Posted November 30, 2013.",,49520,1 of 2 people (50%) found this review helpful,True,2
,"Posted December 5, 2014.",,8500,1 of 3 people (33%) found this review helpful,False,0
,"Posted October 8, 2014.",,241600,0 of 1 people (0%) found this review helpful,True,1
,"Posted October 8, 2014.",,200210,0 of 1 people (0%) found this review helpful,False,0
1 person found this review funny,"Posted January 15, 2015.",,261640,1 of 4 people (25%) found this review helpful,False,1
,"Posted April 29, 2014.",,212070,0 of 2 people (0%) found this review helpful,True,2
,"Posted October 8, 2014.","Last edited January 13, 2015.",730,0 of 3 people (0%) found this review helpful,True,2
