funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,Posted June 30.,,286160,2 of 3 people (67%) found this review helpful,True,2
,"Posted November 18, 2015.",,227940,2 of 5 people (40%) found this review helpful,True,1
,"Posted March 7, 2015.",,313120,0 of 1 people (0%) found this review helpful,True,2
,"Posted November 4, 2014.",,220200,0 of 1 people (0%) found this review helpful,True,2
,"Posted November 18, 2015.",Last edited February 7.,285900,No ratings yet,True,2
,"Posted September 30, 2015.",,1840,No ratings yet,True,2
,"Posted September 3, 2015.",,206190,No ratings yet,True,1
,"Posted August 15, 2015.",,268650,No ratings yet,True,2
,"Posted September 21, 2014.",,304930,No ratings yet,True,2
,"Posted March 17, 2014.",,223670,No ratings yet,True,2
