funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted December 3, 2015.",,391540,3 of 3 people (100%) found this review helpful,True,0
1 person found this review funny,Posted March 14.,,373770,2 of 2 people (100%) found this review helpful,True,1
,"Posted December 29, 2014.",,4000,1 of 1 people (100%) found this review helpful,True,2
,"Posted December 22, 2014.",,332800,2 of 3 people (67%) found this review helpful,True,2
,"Posted August 1, 2014.",,251990,2 of 5 people (40%) found this review helpful,True,1
,Posted January 27.,,345370,1 of 3 people (33%) found this review helpful,True,1
,Posted July 11.,,427980,0 of 1 people (0%) found this review helpful,False,1
,"Posted March 4, 2015.",,354140,0 of 1 people (0%) found this review helpful,True,1
,"Posted July 23, 2015.",,241320,No ratings yet,True,1
,"Posted July 31, 2014.",Last edited January 21.,265930,No ratings yet,False,1
