funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,Posted June 26.,,35450,4 of 5 people (80%) found this review helpful,True,1
,"Posted April 21, 2014.",,224260,2 of 2 people (100%) found this review helpful,True,1
,"Posted February 15, 2015.",,730,1 of 1 people (100%) found this review helpful,True,1
,"Posted July 1, 2014.",,240,1 of 1 people (100%) found this review helpful,True,2
1 person found this review funny,"Posted November 24, 2014.",,227940,1 of 2 people (50%) found this review helpful,True,2
1 person found this review funny,"Posted August 21, 2015.",,218620,1 of 3 people (33%) found this review helpful,True,1
,"Posted September 25, 2015.","Last edited December 2, 2015.",252490,0 of 1 people (0%) found this review helpful,False,1
,"Posted October 23, 2015.",Last edited March 19.,242760,4 of 11 people (36%) found this review helpful,False,1
,"Posted March 20, 2015.",,8930,No ratings yet,True,2
,"Posted February 26, 2015.",,236390,No ratings yet,True,2
