funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted July 16, 2014.",,570,2 of 3 people (67%) found this review helpful,True,2
,"Posted July 16, 2014.",,240,1 of 2 people (50%) found this review helpful,True,2
,"Posted August 2, 2014.",,250420,0 of 1 people (0%) found this review helpful,False,0
,"Posted September 30, 2014.",,1250,No ratings yet,True,2
,"Posted September 2, 2014.",,252490,No ratings yet,True,2
,"Posted August 9, 2014.",,245550,No ratings yet,True,2
,"Posted August 3, 2014.",,730,No ratings yet,True,2
,"Posted August 2, 2014.",,224260,No ratings yet,True,1
,"Posted August 2, 2014.",,304930,No ratings yet,True,1
,"Posted July 15, 2014.",,4000,No ratings yet,True,2
