funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
11 people found this review funny,Posted March 11.,,251870,10 of 11 people (91%) found this review helpful,True,1
,"Posted January 1, 2014.",,17460,5 of 6 people (83%) found this review helpful,True,2
,"Posted November 11, 2011.",,72850,1 of 1 people (100%) found this review helpful,True,0
,"Posted March 5, 2014.",,8870,1 of 2 people (50%) found this review helpful,True,1
,"Posted April 22, 2012.","Last edited April 27, 2014.",570,1 of 2 people (50%) found this review helpful,True,2
,"Posted June 11, 2014.",,63380,1 of 3 people (33%) found this review helpful,False,0
,"Posted June 18, 2015.",,367120,No ratings yet,True,2
,"Posted July 23, 2013.",,70400,No ratings yet,True,1
,"Posted April 26, 2013.",,220240,No ratings yet,True,1
,"Posted April 10, 2013.",,208480,No ratings yet,True,2
